time,gFx,gFy,gFz,TgF
304,-0.009,-0.7606,0.7603,1.08
304.1,0.1411,-0.867,0.6724,1.11
304.2,0.2185,-0.8609,0.543,1.04
304.3,0.2488,-0.8223,0.4219,0.96
304.4,0.3543,-0.7733,0.3667,0.93
304.5,0.4952,-0.8778,0.3089,1.05
304.6,0.4708,-0.8062,0.1929,0.95
304.7,0.5464,-0.8109,0.0935,0.98
304.8,0.6265,-0.827,0.0295,1.04
304.9,0.5552,-0.743,0.0642,0.93
305,0.6663,-0.5503,0.0303,0.86
305.1,0.7215,-0.5853,-0.147,0.94
305.2,0.7952,-0.5965,-0.0845,1
305.3,0.6715,-0.5215,-0.1455,0.86
305.4,1.0223,-0.6077,-0.0659,1.19
305.5,1.005,-0.6295,-0.19,1.2
305.6,0.8873,-0.4871,-0.0393,1.01
305.7,0.9439,-0.4476,-0.1172,1.05
305.8,0.9625,-0.3821,-0.1001,1.04
305.9,0.919,-0.4253,-0.1235,1.02
306,0.8822,-0.4837,0.0374,1.01
306.1,0.9378,-0.2588,-0.2559,1.01
306.2,0.8646,-0.3111,-0.0972,0.92
306.3,0.9046,-0.3418,0.0544,0.97
306.4,0.9557,-0.3223,0.061,1.01
306.5,0.9525,-0.3282,0.0425,1.01
306.6,0.9251,-0.2864,0.0227,0.97
306.7,0.9146,-0.2688,0.0168,0.95
306.8,0.9706,-0.2671,0.0173,1.01
306.9,0.9762,-0.2449,0.0125,1.01
307,1.0006,-0.2017,0.0579,1.02
307.1,0.9811,-0.2034,0.0574,1
307.2,0.9498,-0.2127,0.0789,0.98
307.3,0.9417,-0.2107,0.0813,0.97
307.4,0.9369,-0.2017,0.0952,0.96
307.5,0.9564,-0.1743,0.0461,0.97
307.6,0.9735,-0.1553,0.0393,0.99
307.7,1.0118,-0.1543,0.0273,1.02
307.8,1.005,-0.1387,0.0327,1.02
307.9,0.9745,-0.1338,0.0547,0.99
308,0.9896,-0.1426,0.0352,1
308.1,0.993,-0.1465,0.0518,1.01
308.2,0.9886,-0.1387,0.0591,1
308.3,0.9852,-0.1541,0.0498,1
308.4,0.9877,-0.1421,0.0618,1
308.5,0.9862,-0.1372,0.0569,1
308.6,0.9916,-0.1426,0.0659,1
308.7,0.9801,-0.1431,0.0708,0.99
308.8,0.9864,-0.1404,0.0603,1
308.9,0.994,-0.1402,0.0574,1.01
309,0.9923,-0.1272,0.0828,1
309.1,0.9923,-0.124,0.0584,1
309.2,0.9928,-0.1328,0.0652,1
309.3,1.0035,-0.1299,0.0762,1.01
309.4,0.9964,-0.1301,0.0896,1.01
309.5,0.9806,-0.1541,0.1013,1
309.6,0.9774,-0.1294,0.1167,0.99
309.7,1.0096,-0.1111,0.0935,1.02
309.8,1.0301,-0.1389,0.0796,1.04
309.9,1.0145,-0.1362,0.0984,1.03
310,0.932,-0.168,0.0718,0.95
310.1,0.8548,-0.2049,0.0315,0.88
310.2,0.932,-0.1799,0.106,0.96
310.3,0.8621,-0.1489,0.1348,0.89
310.4,0.4153,-0.1843,0.1177,0.47
310.5,-0.0193,-0.0063,0.0161,0.03
310.6,-0.021,-0.0042,0.0264,0.03
310.7,0.0564,6.0226,-1.9502,6.33
310.8,-0.0356,-0.0674,0.0139,0.08
310.9,-0.7799,-3.0159,3.4759,4.67
311,0.5223,0.0603,0.5748,0.78
311.1,0.1189,0.0374,1.2316,1.24
311.2,0.1677,-0.0444,0.9618,0.98
311.3,0.187,-0.0474,0.9911,1.01
311.4,0.1748,-0.0818,0.9862,1
311.5,0.1736,-0.0803,0.9925,1.01
311.6,0.1736,-0.0806,0.9879,1.01
311.7,0.1731,-0.0796,0.9925,1.01
311.8,0.1653,-0.0833,0.9864,1
311.9,0.169,-0.0833,0.9906,1.01
312,0.1712,-0.0825,0.9864,1
312.1,0.1729,-0.0859,0.9803,1
312.2,0.1548,-0.0664,0.9142,0.93
312.3,0.1814,-0.0796,0.9686,0.99
312.4,0.2044,-0.1636,1.0233,1.06
312.5,0.1668,0.0227,0.9652,0.98
312.6,0.2727,-0.0256,0.9459,0.98
312.7,0.239,-0.0017,0.9239,0.95
312.8,0.2954,0.0806,0.9308,0.98
312.9,0.2671,0.0168,0.9535,0.99
313,0.2385,0.0398,0.9872,1.02
313.1,0.2029,0.0063,0.9679,0.99
313.2,0.2195,0.0696,0.9815,1.01
313.3,0.2742,0.0439,0.9706,1.01
313.4,0.3189,0.0964,0.983,1.04
313.5,0.3511,0.1214,0.9796,1.05
313.6,0.3565,0.1626,0.9522,1.03
313.7,0.3145,0.2539,0.9469,1.03
313.8,0.3113,0.3172,0.9139,1.02
313.9,0.3147,0.3506,1.013,1.12
314,0.2959,0.4126,0.9088,1.04
314.1,0.24,0.3995,0.9772,1.08
314.2,0.2913,0.5623,0.8204,1.04
314.3,0.2769,0.5704,0.7899,1.01
314.4,0.2447,0.5057,0.7428,0.93
314.5,0.2456,0.6126,0.7174,0.97
314.6,0.2263,0.6439,0.7003,0.98
314.7,0.1929,0.7721,0.7183,1.07
314.8,0.1821,0.8302,0.702,1.1
314.9,0.1731,0.7388,0.638,0.99
315,0.169,0.7706,0.5745,0.98
315.1,0.1904,0.7806,0.5479,0.97
315.2,0.1695,0.7638,0.5445,0.95
315.3,0.1729,0.8656,0.5823,1.06
315.4,0.1797,0.7706,0.5228,0.95
315.5,0.1116,0.8219,0.5438,0.99
315.6,0.0635,0.8614,0.5115,1
315.7,0.0647,0.8773,0.5113,1.02
315.8,0.0549,0.8897,0.535,1.04
315.9,0.0303,0.8944,0.5145,1.03
316,0.0667,0.8775,0.49,1.01
316.1,0.063,0.8785,0.5203,1.02
316.2,0.0496,0.8809,0.5059,1.02
316.3,0.074,0.8446,0.4573,0.96
316.4,0.0698,0.827,0.4849,0.96
316.5,0.0535,0.8512,0.5909,1.04
316.6,0.0647,0.8485,0.5936,1.04
316.7,0.0918,0.8492,0.6256,1.06
316.8,0.0552,0.7933,0.6121,1
316.9,0.0542,0.8079,0.6451,1.04
317,0.0625,0.7723,0.6382,1
317.1,0.0674,0.806,0.5887,1
317.2,0.0613,0.8187,0.5862,1.01
317.3,0.0295,0.835,0.5799,1.02
317.4,0.031,0.8089,0.5648,0.99
317.5,0.0249,0.8309,0.5958,1.02
317.6,0.0085,0.835,0.5936,1.02
317.7,0.0225,0.8206,0.6133,1.02
317.8,0.0383,0.825,0.5953,1.02
317.9,0.0593,0.8009,0.5811,0.99
318,0.0488,0.807,0.6089,1.01
318.1,0.0615,0.8197,0.628,1.03
318.2,0.0449,0.8219,0.6175,1.03
318.3,0.0454,0.8341,0.6146,1.04
318.4,0.0437,0.8311,0.6241,1.04
318.5,0.0486,0.7828,0.5967,0.99
318.6,0.0591,0.7965,0.5938,1
318.7,0.0176,0.8094,0.6024,1.01
318.8,0.0195,0.7642,0.6048,0.97
318.9,-0.093,0.8162,0.6624,1.06
319,-0.0264,0.8272,0.7052,1.09
319.1,-0.0286,0.7774,0.6551,1.02
319.2,-0.0278,0.7999,0.6402,1.02
319.3,-0.0176,0.7828,0.6104,0.99
319.4,-0.0359,0.7762,0.607,0.99
319.5,-0.0305,0.7928,0.6141,1
319.6,-0.0447,0.8021,0.6263,1.02
319.7,-0.0403,0.7838,0.6336,1.01
319.8,-0.0393,0.7506,0.6016,0.96
319.9,-0.0452,0.4988,0.385,0.63
320,-0.0239,-0.0024,0.011,0.03
320.1,-0.023,0.0024,0.0168,0.03
320.2,-0.0193,0.0029,0.022,0.03
320.3,0.1541,-0.1724,0.0466,0.24
320.4,-0.022,-0.0095,0.0103,0.03
320.5,-0.0566,0.0339,0.1699,0.18
320.6,0.1663,0.3528,0.8177,0.91
320.7,0.2124,0.2652,0.7662,0.84
320.8,0.2051,0.2725,0.9793,1.04
320.9,0.2119,0.2708,0.9554,1.02
321,0.2102,0.2688,0.9535,1.01
321.1,0.218,0.2703,0.9525,1.01
321.2,0.2097,0.2732,0.9608,1.02
321.3,0.2127,0.2505,0.9291,0.99
321.4,0.2158,0.2769,0.9532,1.02
321.5,0.2149,0.2705,0.9493,1.01
321.6,0.2149,0.271,0.9488,1.01
321.7,0.2139,0.2705,0.951,1.01
321.8,0.2139,0.2713,0.9525,1.01
321.9,0.2075,0.2615,0.9149,0.97
322,0.24,0.2779,0.9415,1.01
322.1,0.2539,0.2991,0.9601,1.04
322.2,0.2566,0.2744,0.9877,1.06
322.3,0.2261,0.2825,0.9781,1.04
322.4,0.2222,0.2774,0.9383,1
322.5,0.2295,0.2642,0.9088,0.97
322.6,0.253,0.2622,0.9005,0.97
322.7,0.241,0.2503,0.9154,0.98
322.8,0.2276,0.1646,0.7928,0.84
322.9,0.2627,0.2522,0.9176,0.99
323,0.333,0.2825,0.9178,1.02
323.1,0.2095,0.2578,0.95,1.01
323.2,0.2478,0.3965,0.9049,1.02
323.3,0.2117,0.2207,0.8321,0.89
323.4,0.2227,0.0881,0.8626,0.9
323.5,0.2217,-0.1306,0.9884,1.02
323.6,0.0908,-0.0061,1.1222,1.13
323.7,0.0205,-0.0295,1.0331,1.03
323.8,-0.0862,-0.1316,1.0436,1.06
323.9,-0.0151,-0.3597,0.8624,0.93
324,-0.073,-0.4454,0.9342,1.04
324.1,0.1299,-0.3926,0.8905,0.98
324.2,-0.4786,-0.4073,0.763,0.99
324.3,-0.7782,-0.439,0.586,1.07
324.4,-0.5499,-0.366,0.5713,0.87
324.5,-0.68,-0.4148,0.6795,1.05
324.6,-0.8819,-0.324,0.5994,1.11
324.7,-0.8744,-0.293,0.6341,1.12
324.8,-0.9559,-0.2395,0.6163,1.16
324.9,-0.9227,-0.2051,0.3611,1.01
325,-0.9442,-0.2024,0.3411,1.02
325.1,-1.0348,-0.2154,0.3968,1.13
325.2,-1.0189,-0.2005,0.242,1.07
325.3,-0.975,-0.2034,0.3374,1.05
325.4,-1.0287,-0.2654,0.3589,1.12
325.5,-1.024,-0.2437,0.3797,1.12
325.6,-1.0257,-0.2158,0.398,1.12
325.7,-1.0658,-0.2183,0.3638,1.15
325.8,-0.9769,-0.0872,0.2505,1.01
325.9,-0.9605,-0.0212,0.2825,1
326,-1.0419,-0.0471,0.2097,1.06
326.1,-0.9725,-0.0759,0.2005,1
326.2,-0.985,-0.104,0.1582,1
326.3,-1.0167,-0.0691,0.2659,1.05
326.4,-0.9586,-0.0684,0.176,0.98
326.5,-1.0365,-0.1555,0.2527,1.08
326.6,-1.0033,-0.159,0.2227,1.04
326.7,-0.9691,-0.093,0.1787,0.99
326.8,-0.9957,-0.0276,0.2339,1.02
326.9,-0.9847,-0.0403,0.2239,1.01
327,-0.9974,-0.1028,0.2229,1.03
327.1,-0.9974,-0.0864,0.2366,1.03
327.2,-1.0089,-0.073,0.2552,1.04
327.3,-0.9796,-0.0625,0.2014,1
327.4,-1.0116,-0.0813,0.2456,1.04
327.5,-0.964,-0.0615,0.2249,0.99
327.6,-0.9942,-0.0667,0.2417,1.03
327.7,-0.9955,-0.0691,0.2559,1.03
327.8,-0.9691,-0.0447,0.2481,1
327.9,-0.9486,-0.0374,0.2757,0.99
328,-0.9725,-0.0645,0.2947,1.02
328.1,-0.9955,-0.0564,0.291,1.04
328.2,-0.973,-0.0691,0.3011,1.02
328.3,-0.9562,-0.0735,0.3118,1.01
328.4,-0.9981,-0.0671,0.3462,1.06
328.5,-0.9894,-0.0413,0.2747,1.03
328.6,-0.9894,-0.0466,0.2757,1.03
328.7,-1.0157,-0.0488,0.27,1.05
328.8,-1.0323,-0.0637,0.2574,1.07
328.9,-1.0411,-0.0874,0.2403,1.07
329,-0.9774,-0.0764,0.2049,1
329.1,-0.9955,-0.0581,0.2427,1.03
329.2,-0.983,-0.0378,0.2185,1.01
329.3,-1.0091,-0.0447,0.2346,1.04
329.4,-0.9837,-0.0405,0.2429,1.01
329.5,-0.9767,-0.0107,0.2625,1.01
329.6,-1.035,-0.0361,0.2581,1.07
329.7,-0.9923,-0.0337,0.2527,1.02
329.8,-0.8578,0.0059,0.2029,0.88
329.9,-0.5726,0.0391,0.0237,0.57
330,-0.2083,0.1065,0.0759,0.25
330.1,-0.0164,0.0073,0.0332,0.04
330.2,-0.0178,0.0076,0.063,0.07
330.3,-0.0527,0.0149,-0.0325,0.06
330.4,0.0942,0.3455,-0.5679,0.67
330.5,0.0061,-0.0474,0.7064,0.71
330.6,-0.2183,0.2029,0.7176,0.78
330.7,-0.1948,0.2132,1.0843,1.12
330.8,-0.251,0.2049,0.9276,0.98
330.9,-0.2586,0.1992,0.9383,0.99
331,-0.2569,0.2022,0.9623,1.02
331.1,-0.2581,0.1988,0.9618,1.02
331.2,-0.2559,0.1951,0.964,1.02
331.3,-0.2583,0.198,0.963,1.02
331.4,-0.2574,0.1948,0.9647,1.02
331.5,-0.2586,0.198,0.964,1.02
331.6,-0.2578,0.197,0.9657,1.02
331.7,-0.2564,0.1953,0.964,1.02
331.8,-0.2581,0.198,0.9647,1.02
331.9,-0.2574,0.197,0.9657,1.02
332,-0.2583,0.198,0.963,1.02
332.1,-0.2586,0.1975,0.9637,1.02
332.2,-0.2566,0.1985,0.9649,1.02
332.3,-0.2591,0.1973,0.9642,1.02
332.4,-0.2605,0.1953,0.9642,1.02
332.5,-0.2571,0.1968,0.9637,1.02
332.6,-0.2578,0.1953,0.9613,1.01
332.7,-0.2571,0.197,0.963,1.02
332.8,-0.2552,0.1951,0.9623,1.01
332.9,-0.2637,0.1995,0.9793,1.03
333,-0.2503,0.1951,0.9239,0.98
333.1,-0.2281,0.1763,0.9203,0.96
333.2,-0.2154,0.1707,0.9713,1.01
333.3,-0.2251,0.1665,0.9708,1.01
333.4,-0.2481,0.1504,1.0077,1.05
333.5,-0.4519,0.2718,0.7369,0.91
333.6,-0.2632,0.1646,0.9019,0.95
333.7,-0.2388,0.2027,0.9703,1.02
333.8,-0.1812,0.2102,1.0016,1.04
333.9,-0.1355,0.2163,0.9664,1
334,-0.1113,0.3106,0.9635,1.02
334.1,-0.0332,0.3443,0.9491,1.01
334.2,0.0071,0.3633,0.9532,1.02
334.3,0.021,0.3973,0.9608,1.04
334.4,0.0435,0.4109,0.9767,1.06
334.5,0.053,0.419,0.9601,1.05
334.6,0.1035,0.438,0.95,1.05
334.7,0.0786,0.4725,0.9132,1.03
334.8,0.0681,0.4566,0.8944,1.01
334.9,0.0523,0.5147,0.8924,1.03
335,0.0193,0.5447,0.837,1
335.1,0.0159,0.5843,0.7799,0.97
335.2,-0.0181,0.5948,0.7762,0.98
335.3,-0.0339,0.657,0.785,1.02
335.4,-0.0027,0.6426,0.7708,1
335.5,0.0115,0.647,0.7659,1
335.6,-0.0107,0.6639,0.7618,1.01
335.7,-0.0049,0.6624,0.7689,1.01
335.8,0.0129,0.6876,0.7486,1.02
335.9,0.0132,0.682,0.7354,1
336,0.0205,0.6404,0.7396,0.98
336.1,-0.0002,0.6776,0.7755,1.03
336.2,0.0317,0.7039,0.8043,1.07
336.3,0.0498,0.7237,0.7962,1.08
336.4,0.0459,0.7315,0.7696,1.06
336.5,0.0432,0.744,0.7088,1.03
336.6,0.0537,0.7735,0.658,1.02
336.7,0.0657,0.7879,0.6124,1
336.8,0.0596,0.7943,0.5596,0.97
336.9,0.0266,0.8287,0.555,1
337,0.0293,0.8314,0.5306,0.99
337.1,0.0332,0.8624,0.535,1.02
337.2,0.03,0.878,0.5445,1.03
337.3,0.0149,0.8587,0.5284,1.01
337.4,-0.0144,0.8817,0.5384,1.03
337.5,-0.0273,0.9193,0.5294,1.06
337.6,-0.0156,0.8961,0.4668,1.01
337.7,0.0281,0.8746,0.4761,1
337.8,0.0496,0.9188,0.4927,1.04
337.9,0.0584,0.911,0.4222,1.01
338,0.0686,0.921,0.2835,0.97
338.1,0.1148,0.9071,0.3221,0.97
338.2,0.1812,0.9371,0.3443,1.01
338.3,0.1997,0.9825,0.3345,1.06
338.4,0.156,0.9657,0.2832,1.02
338.5,0.1052,1.0067,0.1946,1.03
338.6,0.1106,0.9366,0.1643,0.96
338.7,0.0874,1.0155,0.1875,1.04
338.8,0.1111,1.0167,0.1587,1.03
338.9,0.148,0.9938,0.1555,1.02
339,0.1807,0.9969,0.1665,1.03
339.1,0.2132,0.9535,0.1387,0.99
339.2,0.2346,0.9742,0.1607,1.01
339.3,0.2666,0.9566,0.199,1.01
339.4,0.2847,0.9432,0.2478,1.02
339.5,0.2803,0.9562,0.2796,1.03
339.6,0.2481,0.9718,0.2588,1.04
339.7,0.2434,0.9674,0.271,1.03
339.8,0.242,0.9303,0.2552,0.99
339.9,0.2456,0.9012,0.2288,0.96
340,0.2207,0.9405,0.2395,1
340.1,0.199,0.9564,0.218,1
340.2,0.1025,0.9459,0.1702,0.97
340.3,0.0962,0.805,0.1438,0.82
340.4,-0.0186,0.0032,0.0115,0.02
340.5,-0.0171,0.001,0.0129,0.02
340.6,-0.0198,-0.0022,0.0269,0.03
340.7,0.4822,-0.71,0.4605,0.97
340.8,-0.0232,-0.0063,0.0122,0.03
340.9,0.2881,0.1626,0.2354,0.41
341,0.1614,0.242,1.4916,1.52
341.1,0.0938,0.3601,0.6871,0.78
341.2,0.2149,0.2036,0.9398,0.99
341.3,0.2273,0.2095,0.9601,1.01
341.4,0.2136,0.2134,0.9579,1
341.5,0.2322,0.21,0.9706,1.02
341.6,0.2254,0.2151,0.9676,1.02
341.7,0.2224,0.2122,0.9669,1.01
341.8,0.2342,0.2132,0.984,1.03
341.9,0.2044,0.199,0.9483,0.99
342,0.2212,0.2053,0.9344,0.98
342.1,0.2376,0.2244,0.9525,1.01
342.2,0.2361,0.2256,0.9645,1.02
342.3,0.2908,0.2503,0.9181,1
342.4,0.3807,0.2307,0.9679,1.07
342.5,0.2744,0.1948,0.9395,1
342.6,0.2273,0.1499,1.003,1.04
342.7,0.2395,-0.0012,0.9613,0.99
342.8,0.0957,-0.0273,1.0633,1.07
342.9,-0.012,-0.1072,1.0333,1.04
343,-0.0015,-0.2195,1.1984,1.22
343.1,-0.0847,-0.1975,0.9254,0.95
343.2,-0.1765,-0.1648,0.9522,0.98
343.3,-0.2908,-0.1809,0.994,1.05
343.4,-0.3919,-0.2525,0.9532,1.06
343.5,-0.5552,-0.4178,0.7989,1.06
343.6,-0.6697,-0.5643,0.6697,1.1
343.7,-0.6116,-0.607,0.6089,1.06
343.8,-0.563,-0.6839,0.6102,1.08
343.9,-0.6234,-0.6251,0.5284,1.03
344,-0.6634,-0.639,0.525,1.06
344.1,-0.7559,-0.6141,0.5154,1.1
344.2,-0.648,-0.4566,0.4776,0.93
344.3,-0.8226,-0.3487,0.4563,1
344.4,-0.7865,-0.2691,0.4143,0.93
344.5,-0.8316,-0.2747,0.3738,0.95
344.6,-0.8783,-0.284,0.2644,0.96
344.7,-0.8675,-0.23,0.2727,0.94
344.8,-0.9378,-0.19,0.3228,1.01
344.9,-0.9378,-0.1975,0.2715,1
345,-0.9129,-0.1817,0.3045,0.98
345.1,-0.9562,-0.156,0.2993,1.01
345.2,-0.9828,-0.135,0.2241,1.02
345.3,-0.9408,-0.1585,0.2867,1
345.4,-0.9588,-0.1489,0.242,1
345.5,-0.9283,-0.148,0.2364,0.97
345.6,-0.9266,-0.1531,0.2061,0.96
345.7,-0.962,-0.1441,0.1909,0.99
345.8,-1.0106,-0.1487,0.229,1.05
345.9,-0.9964,-0.1404,0.2207,1.03
346,-0.9891,-0.1067,0.2044,1.02
346.1,-0.9793,-0.0703,0.2095,1
346.2,-1.0304,-0.072,0.2307,1.06
346.3,-0.9718,-0.0161,0.2412,1
346.4,-0.9967,-0.0002,0.2212,1.02
346.5,-0.9586,-0.0017,0.1907,0.98
346.6,-1.0135,0.0146,0.2149,1.04
346.7,-1.0118,-0.0181,0.2051,1.03
346.8,-1.0345,-0.0103,0.209,1.06
346.9,-1.0399,-0.0203,0.2105,1.06
347,-1.0536,-0.0386,0.2119,1.08
347.1,-0.9911,-0.019,0.2132,1.01
347.2,-0.963,0.0002,0.197,0.98
347.3,-0.9786,0.0051,0.2232,1
347.4,-1.0082,-0.021,0.2114,1.03
347.5,-1.0355,-0.0171,0.2195,1.06
347.6,-1.0372,-0.009,0.1907,1.05
347.7,-0.9801,0.0063,0.1936,1
347.8,-1.0028,0.0044,0.1704,1.02
347.9,-1.0118,0.0046,0.209,1.03
348,-1.0157,0.0007,0.2154,1.04
348.1,-0.8927,0.0603,0.2127,0.92
348.2,-0.9857,0.0735,0.1091,0.99
348.3,-1.0492,0.0549,0.1604,1.06
348.4,-1.0663,-0.0242,0.1519,1.08
348.5,-0.9933,-0.0376,0.0449,0.99
348.6,-1.0216,-0.0613,0.1897,1.04
348.7,-1.0831,-0.0918,0.241,1.11
348.8,-0.9923,-0.0794,0.1736,1.01
348.9,-0.9203,-0.0505,0.2009,0.94
349,-0.9608,-0.0454,0.1609,0.98
349.1,-0.9979,-0.0759,0.2928,1.04
349.2,-0.9359,-0.0967,0.249,0.97
349.3,-0.9168,-0.0945,0.2849,0.96
349.4,-0.9547,-0.1082,0.3833,1.03
349.5,-1.0094,-0.1355,0.3621,1.08
349.6,-0.9557,-0.1318,0.3699,1.03
349.7,-0.9164,-0.0899,0.4183,1.01
349.8,-0.94,-0.0952,0.3997,1.03
349.9,-0.9356,-0.1238,0.3599,1.01
350,-0.9657,-0.093,0.441,1.07
350.1,-0.8136,-0.0032,0.4551,0.93
350.2,-0.544,0.138,0.251,0.61
350.3,-0.0195,0.0066,0.0151,0.03
350.4,-0.0178,0.0046,0.0391,0.04
350.5,-0.0205,0.0071,0.0676,0.07
350.6,-0.0166,-0.0066,0.0017,0.02
350.7,-0.0125,-0.0046,0.0122,0.02
350.8,-0.0869,-0.0115,0.2918,0.3
350.9,0.0447,0.0857,0.9618,0.97
351,-0.0769,0.1714,0.9652,0.98
351.1,-0.0227,0.1441,1.0111,1.02
351.2,-0.0276,0.1411,1.0011,1.01
351.3,-0.0298,0.1463,1.0003,1.01
351.4,-0.0281,0.1455,1.0006,1.01
351.5,-0.0259,0.148,0.9996,1.01
351.6,-0.0256,0.1445,1.0008,1.01
351.7,-0.0273,0.1453,1.0013,1.01
351.8,-0.0278,0.145,1.0021,1.01
351.9,-0.0281,0.1482,1.0011,1.01
352,-0.0303,0.1428,0.9994,1.01
352.1,-0.0244,0.1477,1.0003,1.01
352.2,-0.0261,0.1431,1.0001,1.01
352.3,-0.0295,0.148,1.0008,1.01
352.4,-0.0295,0.1477,0.9999,1.01
352.5,-0.0337,0.1504,0.9881,1
352.6,-0.0269,0.1467,1.0035,1.01
352.7,-0.0259,0.1511,1.0101,1.02
352.8,-0.0242,0.1475,1.0008,1.01
352.9,-0.0239,0.1482,0.9942,1.01
353,-0.0276,0.1489,0.9974,1.01
353.1,-0.0273,0.1475,1.0118,1.02
353.2,-0.0242,0.1487,0.9979,1.01
353.3,-0.0427,0.1533,1.0191,1.03
353.4,-0.0335,0.1472,0.9994,1.01
353.5,-0.0313,0.1482,1.0057,1.02
353.6,-0.0244,0.1472,1.0067,1.02
353.7,-0.043,0.1555,0.9728,0.99
353.8,-0.052,0.1463,0.9908,1
353.9,-0.0103,0.1514,0.9779,0.99
354,-0.01,0.1463,1.0047,1.02
354.1,-0.0042,0.1448,0.9974,1.01
354.2,-0.1333,0.2019,1.0765,1.1
354.3,-0.0156,0.1773,0.9962,1.01
354.4,-0.0877,0.1883,1.0663,1.09
354.5,-0.0857,0.1851,1.0084,1.03
354.6,-0.075,0.2578,0.9964,1.03
354.7,-0.0845,0.2876,0.9889,1.03
354.8,-0.0193,0.3142,0.9549,1.01
354.9,-0.052,0.3606,1.0047,1.07
355,-0.0684,0.4363,0.9879,1.08
355.1,-0.0474,0.4371,1.0067,1.1
355.2,-0.1309,0.5826,0.8849,1.07
355.3,-0.116,0.5377,0.784,0.96
355.4,-0.1309,0.5577,0.8358,1.01
355.5,-0.1463,0.6534,0.8841,1.11
355.6,-0.1712,0.5821,0.8143,1.02
355.7,-0.2092,0.6783,0.7855,1.06
355.8,-0.2195,0.6065,0.7218,0.97
355.9,-0.2537,0.7066,0.6856,1.02
356,-0.2962,0.6756,0.6663,0.99
356.1,-0.3433,0.69,0.6444,1
356.2,-0.3775,0.7073,0.6505,1.03
356.3,-0.4207,0.6778,0.6361,1.02
356.4,-0.4007,0.8035,0.5894,1.07
356.5,-0.4019,0.7049,0.5945,1.01
356.6,-0.469,0.7418,0.5718,1.05
356.7,-0.4878,0.7127,0.5184,1.01
356.8,-0.4095,0.7174,0.5738,1.01
356.9,-0.3697,0.7471,0.6148,1.04
357,-0.2652,0.7584,0.6509,1.03
357.1,-0.3003,0.7554,0.5836,1
357.2,-0.334,0.7818,0.5049,0.99
357.3,-0.3203,0.8121,0.5523,1.03
357.4,-0.3011,0.8033,0.5652,1.03
357.5,-0.2686,0.8267,0.5608,1.03
357.6,-0.2847,0.8045,0.4759,0.98
357.7,-0.3006,0.8094,0.4478,0.97
357.8,-0.2915,0.7852,0.5113,0.98
357.9,-0.2688,0.8783,0.5181,1.05
358,-0.2884,0.8067,0.5071,1
358.1,-0.2598,0.8165,0.5296,1.01
358.2,-0.2762,0.8529,0.5242,1.04
358.3,-0.2671,0.8514,0.5352,1.04
358.4,-0.2569,0.8231,0.5525,1.02
358.5,-0.2823,0.828,0.523,1.02
358.6,-0.2593,0.8387,0.5337,1.03
358.7,-0.2498,0.8238,0.5315,1.01
358.8,-0.2608,0.8277,0.5247,1.01
358.9,-0.2625,0.8463,0.5391,1.04
359,-0.2595,0.8204,0.5379,1.01
359.1,-0.2708,0.8228,0.5325,1.02
359.2,-0.2527,0.8057,0.5367,1
359.3,-0.2639,0.8255,0.5523,1.03
359.4,-0.2644,0.8282,0.545,1.03
359.5,-0.2527,0.8241,0.5428,1.02
359.6,-0.2674,0.8067,0.5381,1.01
359.7,-0.2657,0.8326,0.5477,1.03
359.8,-0.2691,0.8165,0.556,1.02
359.9,-0.2459,0.7459,0.4187,0.89
360,-0.1572,0.5462,0.229,0.61
360.1,-0.0227,-0.0015,0.0125,0.03
360.2,-0.022,-0.002,0.0132,0.03
360.3,3.0445,7.9945,-2.2204,8.84
360.4,0.0335,-0.1201,0.0203,0.13
360.5,0.23,-0.3223,0.3709,0.54
360.6,0.2508,-0.0239,0.6097,0.66
360.7,0.2798,-0.0278,1.0506,1.09
360.8,0.2605,-0.0327,0.961,1
360.9,0.2461,-0.0332,0.985,1.02
361,0.2483,-0.0354,0.9759,1.01
361.1,0.2432,-0.0332,0.963,0.99
361.2,0.2595,-0.0317,0.9828,1.02
361.3,0.2588,-0.0378,0.971,1.01
361.4,0.2493,-0.0339,0.9747,1.01
361.5,0.2503,-0.0364,0.971,1
361.6,0.2493,-0.0288,0.9706,1
361.7,0.272,-0.0381,0.9872,1.02
361.8,0.2639,-0.0327,0.962,1
361.9,0.2644,-0.0342,0.9911,1.03
362,0.2532,-0.0266,0.9493,0.98
362.1,0.2571,-0.0339,0.9793,1.01
362.2,0.2515,-0.0313,0.9635,1
362.3,0.2515,-0.0364,0.9735,1.01
362.4,0.2559,-0.0361,0.9806,1.01
362.5,0.2891,-0.0381,0.9701,1.01
362.6,0.2493,-0.0449,0.9457,0.98
362.7,0.2867,-0.073,0.9657,1.01
362.8,0.3103,-0.0105,0.9584,1.01
362.9,0.2747,-0.0022,0.9877,1.03
363,0.2381,0.0513,0.9635,0.99
363.1,0.3423,0.0215,0.9449,1.01
363.2,0.1138,0.2478,1.0941,1.13
363.3,0.2747,0.2708,1.0358,1.11
363.4,0.2574,0.2715,1.0775,1.14
363.5,0.1528,0.3228,0.7716,0.85
363.6,0.0718,0.4695,0.8148,0.94
363.7,0.0117,0.5076,0.8048,0.95
363.8,0.0735,0.3523,0.8477,0.92
363.9,-0.0933,0.3997,1.0174,1.1
364,-0.1025,0.4266,0.9701,1.06
